Sample Date,Test date,WRRF Name,WRRF Abbreviation,Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Per capita SARS-CoV-2 load (N1 copies per day per population),Annotation,"Population Served, estimated ",Technology
07/05/2023,07/06/2023,26th Ward,26W,36312.00,27600000.00,,318262,dPCR - N1
07/05/2023,07/06/2023,Bowery Bay,BB,86016.00,41900000.00,,894311,dPCR - N1
07/05/2023,07/06/2023,Coney Island,CI,16152.00,10800000.00,,647635,dPCR - N1
07/05/2023,07/06/2023,Hunts Point,HP,37344.00,25300000.00,This sample was analyzed in duplicate.,781885,dPCR - N1
07/05/2023,07/06/2023,Jamaica Bay,JA,70872.00,28800000.00,This sample was analyzed in duplicate.,735054,dPCR - N1
07/05/2023,07/06/2023,Newtown Creek,NC,71520.00,54900000.00,This sample was analyzed in duplicate.,1227810,dPCR - N1
07/05/2023,07/06/2023,North River,NR,42840.00,31200000.00,,649549,dPCR - N1
07/05/2023,07/06/2023,Oakwood Beach,OB,153240.00,65400000.00,,243910,dPCR - N1
07/05/2023,07/06/2023,Owls Head,OH,29664.00,13600000.00,This sample was analyzed in duplicate.,923524,dPCR - N1
07/05/2023,07/06/2023,Port Richmond,PR,15912.00,11000000.00,,224516,dPCR - N1
07/05/2023,07/06/2023,Red Hook,RH,18552.00,10900000.00,,257556,dPCR - N1
07/05/2023,07/06/2023,Rockaway,RK,22296.00,15700000.00,,117991,dPCR - N1
07/05/2023,07/06/2023,Tallman Island,TI,54816.00,28100000.00,,457817,dPCR - N1
07/05/2023,07/06/2023,Wards Island,WI,45744.00,36900000.00,,1173448,dPCR - N1
07/09/2023,07/10/2023,26th Ward,26W,71520.00,58700000.00,,318262,dPCR - N1
07/09/2023,07/10/2023,Bowery Bay,BB,58824.00,39300000.00,,894311,dPCR - N1
07/09/2023,07/10/2023,Coney Island,CI,57624.00,38400000.00,This sample was analyzed in duplicate.,647635,dPCR - N1
07/09/2023,07/10/2023,Hunts Point,HP,48984.00,51500000.00,This sample was analyzed in duplicate. *Reran on 7/24/23,781885,dPCR - N1
07/09/2023,07/10/2023,Jamaica Bay,JA,79944.00,42000000.00,This sample was analyzed in duplicate.,735054,dPCR - N1
07/09/2023,07/10/2023,Newtown Creek,NC,42624.00,36400000.00,This sample was analyzed in duplicate.,1227810,dPCR - N1
07/09/2023,07/10/2023,North River,NR,58344.00,69400000.00,,649549,dPCR - N1
07/09/2023,07/10/2023,Oakwood Beach,OB,66360.00,27900000.00,,243910,dPCR - N1
07/09/2023,07/10/2023,Owls Head,OH,75336.00,32400000.00,,923524,dPCR - N1
07/09/2023,07/10/2023,Port Richmond,PR,80544.00,36700000.00,,224516,dPCR - N1
07/09/2023,07/10/2023,Red Hook,RH,69000.00,38500000.00,,257556,dPCR - N1
07/09/2023,07/10/2023,Rockaway,RK,15816.00,10100000.00,,117991,dPCR - N1
07/09/2023,07/10/2023,Tallman Island,TI,76656.00,57700000.00,,457817,dPCR - N1
07/09/2023,07/10/2023,Wards Island,WI,73584.00,78800000.00,,1173448,dPCR - N1
07/11/2023,07/12/2023,26th Ward,26W,91728.00,45800000.00,,318262,dPCR - N1
07/11/2023,07/12/2023,Bowery Bay,BB,81144.00,29500000.00,,894311,dPCR - N1
07/11/2023,07/12/2023,Coney Island,CI,133056.00,65300000.00,,647635,dPCR - N1
07/11/2023,07/12/2023,Hunts Point,HP,94512.00,59500000.00,This sample was analyzed in duplicate.,781885,dPCR - N1
07/11/2023,07/12/2023,Jamaica Bay,JA,131400.00,46700000.00,This sample was analyzed in duplicate.,735054,dPCR - N1
07/11/2023,07/12/2023,Newtown Creek,NC,85464.00,50300000.00,This sample was analyzed in duplicate.,1227810,dPCR - N1
07/11/2023,07/12/2023,North River,NR,143856.00,94700000.00,,649549,dPCR - N1
07/11/2023,07/12/2023,Oakwood Beach,OB,54912.00,21000000.00,This sample was analyzed in duplicate.,243910,dPCR - N1
07/11/2023,07/12/2023,Owls Head,OH,105336.00,33700000.00,,923524,dPCR - N1
07/11/2023,07/12/2023,Port Richmond,PR,96576.00,32600000.00,,224516,dPCR - N1
07/11/2023,07/12/2023,Red Hook,RH,64032.00,29200000.00,,257556,dPCR - N1
07/11/2023,07/12/2023,Rockaway,RK,18720.00,11400000.00,,117991,dPCR - N1
07/11/2023,07/12/2023,Tallman Island,TI,120504.00,66800000.00,,457817,dPCR - N1
07/11/2023,07/12/2023,Wards Island,WI,51048.00,40000000.00,,1173448,dPCR - N1
07/16/2023,07/17/2023,26th Ward,26W,45648.00,52700000.00,,318262,dPCR - N1
07/16/2023,07/17/2023,Bowery Bay,BB,103704.00,78600000.00,,894311,dPCR - N1
07/16/2023,07/17/2023,Coney Island,CI,35976.00,23800000.00,,647635,dPCR - N1
07/16/2023,07/17/2023,Hunts Point,HP,37272.00,40600000.00,This sample was analyzed in duplicate.,781885,dPCR - N1
07/16/2023,07/17/2023,Jamaica Bay,JA,63360.00,30700000.00,This sample was analyzed in duplicate.,735054,dPCR - N1
07/16/2023,07/17/2023,Newtown Creek,NC,30096.00,29800000.00,This sample was analyzed in duplicate.,1227810,dPCR - N1
07/16/2023,07/17/2023,North River,NR,72624.00,76200000.00,,649549,dPCR - N1
07/16/2023,07/17/2023,Oakwood Beach,OB,59520.00,36000000.00,,243910,dPCR - N1
07/16/2023,07/17/2023,Owls Head,OH,71064.00,38200000.00,,923524,dPCR - N1
07/16/2023,07/17/2023,Port Richmond,PR,35808.00,26100000.00,This sample was analyzed in duplicate.,224516,dPCR - N1
07/16/2023,07/17/2023,Red Hook,RH,34488.00,27400000.00,,257556,dPCR - N1
07/16/2023,07/17/2023,Rockaway,RK,31488.00,21200000.00,,117991,dPCR - N1
07/16/2023,07/17/2023,Tallman Island,TI,91752.00,67500000.00,,457817,dPCR - N1
07/16/2023,07/17/2023,Wards Island,WI,37200.00,39500000.00,,1173448,dPCR - N1
07/18/2023,07/19/2023,26th Ward,26W,65280.00,49700000.00,,318262,dPCR - N1
07/18/2023,07/19/2023,Bowery Bay,BB,145200.00,62700000.00,,894311,dPCR - N1
07/18/2023,07/19/2023,Coney Island,CI,40560.00,26100000.00,,647635,dPCR - N1
07/18/2023,07/19/2023,Hunts Point,HP,125040.00,96300000.00,This sample was analyzed in duplicate.,781885,dPCR - N1
07/18/2023,07/19/2023,Jamaica Bay,JA,103224.00,45700000.00,This sample was analyzed in duplicate.,735054,dPCR - N1
07/18/2023,07/19/2023,Newtown Creek,NC,115344.00,78600000.00,This sample was analyzed in duplicate.,1227810,dPCR - N1
07/18/2023,07/19/2023,North River,NR,108072.00,81200000.00,,649549,dPCR - N1
07/18/2023,07/19/2023,Oakwood Beach,OB,27816.00,16900000.00,,243910,dPCR - N1
07/18/2023,07/19/2023,Owls Head,OH,119688.00,41700000.00,,923524,dPCR - N1
07/18/2023,07/19/2023,Port Richmond,PR,63024.00,37600000.00,,224516,dPCR - N1
07/18/2023,07/19/2023,Red Hook,RH,107952.00,42800000.00,,257556,dPCR - N1
07/18/2023,07/19/2023,Rockaway,RK,21096.00,18300000.00,,117991,dPCR - N1
07/18/2023,07/19/2023,Tallman Island,TI,160368.00,95500000.00,,457817,dPCR - N1
07/18/2023,07/19/2023,Wards Island,WI,72144.00,63300000.00,,1173448,dPCR - N1
07/23/2023,07/24/2023,26th Ward,26W,145944.00,76400000.00,This sample was analyzed in duplicate.,318262,dPCR - N1
07/23/2023,07/24/2023,Bowery Bay,BB,84552.00,30100000.00,,894311,dPCR - N1
07/23/2023,07/24/2023,Coney Island,CI,72096.00,31600000.00,,647635,dPCR - N1
07/23/2023,07/24/2023,Hunts Point,HP,102840.00,62200000.00,This sample was analyzed in duplicate.,781885,dPCR - N1
07/23/2023,07/24/2023,Jamaica Bay,JA,153936.00,55500000.00,This sample was analyzed in duplicate.,735054,dPCR - N1
07/23/2023,07/24/2023,Newtown Creek,NC,120360.00,66400000.00,This sample was analyzed in duplicate.,1227810,dPCR - N1
07/23/2023,07/24/2023,North River,NR,137784.00,77900000.00,,649549,dPCR - N1
07/23/2023,07/24/2023,Oakwood Beach,OB,25128.00,9400000.00,,243910,dPCR - N1
07/23/2023,07/24/2023,Owls Head,OH,79008.00,25300000.00,,923524,dPCR - N1
07/23/2023,07/24/2023,Port Richmond,PR,38520.00,13900000.00,,224516,dPCR - N1
07/23/2023,07/24/2023,Red Hook,RH,83496.00,28200000.00,,257556,dPCR - N1
07/23/2023,07/24/2023,Rockaway,RK,47088.00,30200000.00,,117991,dPCR - N1
07/23/2023,07/24/2023,Tallman Island,TI,123360.00,53000000.00,,457817,dPCR - N1
07/23/2023,07/24/2023,Wards Island,WI,102672.00,72500000.00,,1173448,dPCR - N1
07/25/2023,07/26/2023,26th Ward,26W,154920.00,120000000.00,,318262,dPCR - N1
07/25/2023,07/26/2023,Bowery Bay,BB,145800.00,78400000.00,,894311,dPCR - N1
07/25/2023,07/26/2023,Coney Island,CI,62016.00,40200000.00,,647635,dPCR - N1
07/25/2023,07/26/2023,Hunts Point,HP,60264.00,43500000.00,This sample was analyzed in duplicate.,781885,dPCR - N1
07/25/2023,07/26/2023,Jamaica Bay,JA,198768.00,79800000.00,This sample was analyzed in duplicate.,735054,dPCR - N1
07/25/2023,07/26/2023,Newtown Creek,NC,106128.00,79200000.00,This sample was analyzed in duplicate.,1227810,dPCR - N1
07/25/2023,07/26/2023,North River,NR,180912.00,127000000.00,,649549,dPCR - N1
07/25/2023,07/26/2023,Oakwood Beach,OB,22536.00,12300000.00,,243910,dPCR - N1
07/25/2023,07/26/2023,Owls Head,OH,132672.00,51700000.00,,923524,dPCR - N1
07/25/2023,07/26/2023,Port Richmond,PR,30504.00,21800000.00,,224516,dPCR - N1
07/25/2023,07/26/2023,Red Hook,RH,111576.00,62300000.00,,257556,dPCR - N1
07/25/2023,07/26/2023,Rockaway,RK,123624.00,103000000.00,,117991,dPCR - N1
07/25/2023,07/26/2023,Tallman Island,TI,130008.00,67700000.00,,457817,dPCR - N1
07/25/2023,07/26/2023,Wards Island,WI,125640.00,88800000.00,This sample was analyzed in duplicate.,1173448,dPCR - N1
07/30/2023,07/31/2023,26th Ward,26W,91896.00,50300000.00,,318262,dPCR - N1
07/30/2023,07/31/2023,Bowery Bay,BB,337920.00,129000000.00,,894311,dPCR - N1
07/30/2023,07/31/2023,Coney Island,CI,99096.00,0.00,No flow data reported,647635,dPCR - N1
07/30/2023,07/31/2023,Hunts Point,HP,116952.00,67900000.00,This sample was analyzed in duplicate.,781885,dPCR - N1
07/30/2023,07/31/2023,Jamaica Bay,JA,209496.00,76600000.00,This sample was analyzed in duplicate.,735054,dPCR - N1
07/30/2023,07/31/2023,Newtown Creek,NC,125328.00,68400000.00,This sample was analyzed in duplicate.,1227810,dPCR - N1
07/30/2023,07/31/2023,North River,NR,118056.00,64700000.00,,649549,dPCR - N1
07/30/2023,07/31/2023,Oakwood Beach,OB,10560.00,3820000.00,,243910,dPCR - N1
07/30/2023,07/31/2023,Owls Head,OH,205752.00,67500000.00,,923524,dPCR - N1
07/30/2023,07/31/2023,Port Richmond,PR,103608.00,40700000.00,,224516,dPCR - N1
07/30/2023,07/31/2023,Red Hook,RH,105984.00,35800000.00,,257556,dPCR - N1
07/30/2023,07/31/2023,Rockaway,RK,98232.00,72500000.00,,117991,dPCR - N1
07/30/2023,07/31/2023,Tallman Island,TI,240960.00,112000000.00,This sample was analyzed in duplicate.,457817,dPCR - N1
07/30/2023,07/31/2023,Wards Island,WI,128088.00,85100000.00,,1173448,dPCR - N1
08/01/2023,08/02/2023,26th Ward,26W,133296.00,68200000.00,,318262,dPCR - N1
08/01/2023,08/02/2023,Bowery Bay,BB,65808.00,25300000.00,,894311,dPCR - N1
08/01/2023,08/02/2023,Coney Island,CI,141864.00,73000000.00,,647635,dPCR - N1
08/01/2023,08/02/2023,Hunts Point,HP,216624.00,111000000.00,This sample was analyzed in triplicate.,781885,dPCR - N1
08/01/2023,08/02/2023,Jamaica Bay,JA,303600.00,108000000.00,This sample was analyzed in duplicate.,735054,dPCR - N1
08/01/2023,08/02/2023,Newtown Creek,NC,135504.00,76900000.00,This sample was analyzed in duplicate.,1227810,dPCR - N1
08/01/2023,08/02/2023,North River,NR,149256.00,92200000.00,,649549,dPCR - N1
08/01/2023,08/02/2023,Oakwood Beach,OB,71880.00,27900000.00,,243910,dPCR - N1
08/01/2023,08/02/2023,Owls Head,OH,314400.00,101000000.00,,923524,dPCR - N1
08/01/2023,08/02/2023,Port Richmond,PR,282240.00,109000000.00,,224516,dPCR - N1
08/01/2023,08/02/2023,Red Hook,RH,196656.00,69400000.00,,257556,dPCR - N1
08/01/2023,08/02/2023,Rockaway,RK,68208.00,46000000.00,,117991,dPCR - N1
08/01/2023,08/02/2023,Tallman Island,TI,304080.00,146000000.00,,457817,dPCR - N1
08/01/2023,08/02/2023,Wards Island,WI,37680.00,24900000.00,,1173448,dPCR - N1
08/06/2023,08/07/2023,26th Ward,26W,102504.00,59700000.00,,318262,dPCR - N1
08/06/2023,08/07/2023,Bowery Bay,BB,307680.00,120000000.00,This sample was analyzed in duplicate.,894311,dPCR - N1
08/06/2023,08/07/2023,Coney Island,CI,147384.00,62900000.00,,647635,dPCR - N1
08/06/2023,08/07/2023,Hunts Point,HP,96432.00,49000000.00,This sample was analyzed in duplicate.,781885,dPCR - N1
08/06/2023,08/07/2023,Jamaica Bay,JA,246240.00,115000000.00,This sample was analyzed in duplicate.,735054,dPCR - N1
08/06/2023,08/07/2023,Newtown Creek,NC,247200.00,136000000.00,This sample was analyzed in duplicate.,1227810,dPCR - N1
08/06/2023,08/07/2023,North River,NR,170088.00,106000000.00,,649549,dPCR - N1
08/06/2023,08/07/2023,Oakwood Beach,OB,75384.00,31700000.00,,243910,dPCR - N1
08/06/2023,08/07/2023,Owls Head,OH,320880.00,125000000.00,,923524,dPCR - N1
08/06/2023,08/07/2023,Port Richmond,PR,195456.00,85700000.00,,224516,dPCR - N1
08/06/2023,08/07/2023,Red Hook,RH,187800.00,119000000.00,,257556,dPCR - N1
08/06/2023,08/07/2023,Rockaway,RK,17064.00,10400000.00,,117991,dPCR - N1
08/06/2023,08/07/2023,Tallman Island,TI,,,"*Sample Failure-Reran on 8/30/23, still failed*",457817,dPCR - N1
08/06/2023,08/07/2023,Wards Island,WI,120672.00,85600000.00,,1173448,dPCR - N1
08/08/2023,08/09/2023,26th Ward,26W,145176.00,74200000.00,,318262,dPCR - N1
08/08/2023,08/09/2023,Bowery Bay,BB,392640.00,141000000.00,This sample was analyzed in duplicate.,894311,dPCR - N1
08/08/2023,08/09/2023,Coney Island,CI,111240.00,44900000.00,,647635,dPCR - N1
08/08/2023,08/09/2023,Hunts Point,HP,169560.00,88700000.00,This sample was analyzed in duplicate.,781885,dPCR - N1
08/08/2023,08/09/2023,Jamaica Bay,JA,256560.00,92500000.00,This sample was analyzed in duplicate.,735054,dPCR - N1
08/08/2023,08/09/2023,Newtown Creek,NC,174432.00,114000000.00,This sample was analyzed in duplicate.,1227810,dPCR - N1
08/08/2023,08/09/2023,North River,NR,133824.00,84200000.00,,649549,dPCR - N1
08/08/2023,08/09/2023,Oakwood Beach,OB,54384.00,21900000.00,,243910,dPCR - N1
08/08/2023,08/09/2023,Owls Head,OH,310800.00,103000000.00,,923524,dPCR - N1
08/08/2023,08/09/2023,Port Richmond,PR,135480.00,54800000.00,,224516,dPCR - N1
08/08/2023,08/09/2023,Red Hook,RH,174696.00,61600000.00,,257556,dPCR - N1
08/08/2023,08/09/2023,Rockaway,RK,76152.00,44000000.00,,117991,dPCR - N1
08/08/2023,08/09/2023,Tallman Island,TI,178776.00,94600000.00,,457817,dPCR - N1
08/08/2023,08/09/2023,Wards Island,WI,144360.00,93600000.00,,1173448,dPCR - N1
08/13/2023,08/14/2023,26th Ward,26W,75168.00,57200000.00,,318262,dPCR - N1
08/13/2023,08/14/2023,Bowery Bay,BB,189144.00,84100000.00,,894311,dPCR - N1
08/13/2023,08/14/2023,Coney Island,CI,78936.00,43800000.00,,647635,dPCR - N1
08/13/2023,08/14/2023,Hunts Point,HP,118968.00,68500000.00,This sample was analyzed in duplicate.,781885,dPCR - N1
08/13/2023,08/14/2023,Jamaica Bay,JA,257040.00,99300000.00,This sample was analyzed in duplicate.,735054,dPCR - N1
08/13/2023,08/14/2023,Newtown Creek,NC,127896.00,73700000.00,This sample was analyzed in triplicate.,1227810,dPCR - N1
08/13/2023,08/14/2023,North River,NR,242880.00,156000000.00,,649549,dPCR - N1
08/13/2023,08/14/2023,Oakwood Beach,OB,75504.00,32900000.00,,243910,dPCR - N1
08/13/2023,08/14/2023,Owls Head,OH,282000.00,92500000.00,,923524,dPCR - N1
08/13/2023,08/14/2023,Port Richmond,PR,152376.00,61700000.00,,224516,dPCR - N1
08/13/2023,08/14/2023,Red Hook,RH,116688.00,42900000.00,,257556,dPCR - N1
08/13/2023,08/14/2023,Rockaway,RK,76176.00,48900000.00,,117991,dPCR - N1
08/13/2023,08/14/2023,Tallman Island,TI,124752.00,76300000.00,,457817,dPCR - N1
08/13/2023,08/14/2023,Wards Island,WI,132648.00,94100000.00,,1173448,dPCR - N1
08/15/2023,08/16/2023,26th Ward,26W,173400.00,130000000.00,,318262,dPCR - N1
08/15/2023,08/16/2023,Bowery Bay,BB,194928.00,115000000.00,,894311,dPCR - N1
08/15/2023,08/16/2023,Coney Island,CI,74064.00,45500000.00,,647635,dPCR - N1
08/15/2023,08/16/2023,Hunts Point,HP,86016.00,66200000.00,This sample was analyzed in duplicate.,781885,dPCR - N1
08/15/2023,08/16/2023,Jamaica Bay,JA,296400.00,130000000.00,This sample was analyzed in triplicate.,735054,dPCR - N1
08/15/2023,08/16/2023,Newtown Creek,NC,79968.00,65300000.00,This sample was analyzed in duplicate.,1227810,dPCR - N1
08/15/2023,08/16/2023,North River,NR,181824.00,146000000.00,,649549,dPCR - N1
08/15/2023,08/16/2023,Oakwood Beach,OB,172896.00,80500000.00,,243910,dPCR - N1
08/15/2023,08/16/2023,Owls Head,OH,105864.00,46000000.00,,923524,dPCR - N1
08/15/2023,08/16/2023,Port Richmond,PR,206448.00,108000000.00,,224516,dPCR - N1
08/15/2023,08/16/2023,Red Hook,RH,164088.00,91600000.00,,257556,dPCR - N1
08/15/2023,08/16/2023,Rockaway,RK,60648.00,38900000.00,,117991,dPCR - N1
08/15/2023,08/16/2023,Tallman Island,TI,235032.00,157000000.00,,457817,dPCR - N1
08/15/2023,08/16/2023,Wards Island,WI,70704.00,62700000.00,,1173448,dPCR - N1
08/20/2023,08/21/2023,26th Ward,26W,115056.00,57500000.00,,318262,dPCR - N1
08/20/2023,08/21/2023,Bowery Bay,BB,300960.00,115000000.00,,894311,dPCR - N1
08/20/2023,08/21/2023,Coney Island,CI,119904.00,52600000.00,,647635,dPCR - N1
08/20/2023,08/21/2023,Hunts Point,HP,86376.00,53900000.00,This sample was analyzed in duplicate.,781885,dPCR - N1
08/20/2023,08/21/2023,Jamaica Bay,JA,175488.00,64200000.00,This sample was analyzed in duplicate.,735054,dPCR - N1
08/20/2023,08/21/2023,Newtown Creek,NC,168648.00,102000000.00,This sample was analyzed in duplicate.,1227810,dPCR - N1
08/20/2023,08/21/2023,North River,NR,120864.00,68300000.00,,649549,dPCR - N1
08/20/2023,08/21/2023,Oakwood Beach,OB,196968.00,85600000.00,,243910,dPCR - N1
08/20/2023,08/21/2023,Owls Head,OH,135144.00,43200000.00,,923524,dPCR - N1
08/20/2023,08/21/2023,Port Richmond,PR,167616.00,67800000.00,,224516,dPCR - N1
08/20/2023,08/21/2023,Red Hook,RH,144888.00,49000000.00,This sample was analyzed in duplicate.,257556,dPCR - N1
08/20/2023,08/21/2023,Rockaway,RK,108864.00,66400000.00,,117991,dPCR - N1
08/20/2023,08/21/2023,Tallman Island,TI,264960.00,147000000.00,,457817,dPCR - N1
08/20/2023,08/21/2023,Wards Island,WI,109512.00,76000000.00,,1173448,dPCR - N1
08/22/2023,08/23/2023,26th Ward,26W,116304.00,56700000.00,,318262,dPCR - N1
08/22/2023,08/23/2023,Bowery Bay,BB,268800.00,100000000.00,,894311,dPCR - N1
08/22/2023,08/23/2023,Coney Island,CI,131904.00,56300000.00,,647635,dPCR - N1
08/22/2023,08/23/2023,Hunts Point,HP,124536.00,74800000.00,This sample was analyzed in duplicate.,781885,dPCR - N1
08/22/2023,08/23/2023,Jamaica Bay,JA,204888.00,72800000.00,This sample was analyzed in duplicate.,735054,dPCR - N1
08/22/2023,08/23/2023,Newtown Creek,NC,92760.00,58900000.00,This sample was analyzed in duplicate.,1227810,dPCR - N1
08/22/2023,08/23/2023,North River,NR,189480.00,107000000.00,,649549,dPCR - N1
08/22/2023,08/23/2023,Oakwood Beach,OB,162096.00,66400000.00,,243910,dPCR - N1
08/22/2023,08/23/2023,Owls Head,OH,162360.00,53900000.00,,923524,dPCR - N1
08/22/2023,08/23/2023,Port Richmond,PR,319680.00,119000000.00,,224516,dPCR - N1
08/22/2023,08/23/2023,Red Hook,RH,138120.00,50800000.00,,257556,dPCR - N1
08/22/2023,08/23/2023,Rockaway,RK,73296.00,44700000.00,,117991,dPCR - N1
08/22/2023,08/23/2023,Tallman Island,TI,317760.00,129000000.00,,457817,dPCR - N1
08/22/2023,08/23/2023,Wards Island,WI,191568.00,127000000.00,This sample was analyzed in duplicate.,1173448,dPCR - N1
08/27/2023,08/28/2023,26th Ward,26W,178272.00,84800000.00,,318262,dPCR - N1
08/27/2023,08/28/2023,Bowery Bay,BB,343680.00,135000000.00,,894311,dPCR - N1
08/27/2023,08/28/2023,Coney Island,CI,85200.00,47800000.00,,647635,dPCR - N1
08/27/2023,08/28/2023,Hunts Point,HP,107880.00,72100000.00,This sample was analyzed in duplicate.,781885,dPCR - N1
08/27/2023,08/28/2023,Jamaica Bay,JA,116016.00,43000000.00,This sample was analyzed in duplicate.,735054,dPCR - N1
08/27/2023,08/28/2023,Newtown Creek,NC,160560.00,97500000.00,This sample was analyzed in duplicate.,1227810,dPCR - N1
08/27/2023,08/28/2023,North River,NR,227592.00,130000000.00,,649549,dPCR - N1
08/27/2023,08/28/2023,Oakwood Beach,OB,120816.00,53400000.00,,243910,dPCR - N1
08/27/2023,08/28/2023,Owls Head,OH,260400.00,84300000.00,This sample was analyzed in duplicate.,923524,dPCR - N1
08/27/2023,08/28/2023,Port Richmond,PR,231576.00,89800000.00,,224516,dPCR - N1
08/27/2023,08/28/2023,Red Hook,RH,203424.00,68800000.00,,257556,dPCR - N1
08/27/2023,08/28/2023,Rockaway,RK,53784.00,34500000.00,,117991,dPCR - N1
08/27/2023,08/28/2023,Tallman Island,TI,203016.00,121000000.00,,457817,dPCR - N1
08/27/2023,08/28/2023,Wards Island,WI,161520.00,110000000.00,,1173448,dPCR - N1
08/29/2023,08/30/2023,26th Ward,26W,193920.00,94600000.00,,318262,dPCR - N1
08/29/2023,08/30/2023,Bowery Bay,BB,329040.00,136000000.00,,894311,dPCR - N1
08/29/2023,08/30/2023,Coney Island,CI,187464.00,82200000.00,This sample was analyzed in duplicate.,647635,dPCR - N1
08/29/2023,08/30/2023,Hunts Point,HP,369840.00,204000000.00,This sample was analyzed in duplicate.,781885,dPCR - N1
08/29/2023,08/30/2023,Jamaica Bay,JA,292800.00,106000000.00,This sample was analyzed in duplicate.,735054,dPCR - N1
08/29/2023,08/30/2023,Newtown Creek,NC,278880.00,184000000.00,This sample was analyzed in duplicate.,1227810,dPCR - N1
08/29/2023,08/30/2023,North River,NR,177696.00,111000000.00,,649549,dPCR - N1
08/29/2023,08/30/2023,Oakwood Beach,OB,297600.00,129000000.00,,243910,dPCR - N1
08/29/2023,08/30/2023,Owls Head,OH,307680.00,111000000.00,,923524,dPCR - N1
08/29/2023,08/30/2023,Port Richmond,PR,169992.00,65900000.00,,224516,dPCR - N1
08/29/2023,08/30/2023,Red Hook,RH,211032.00,68200000.00,,257556,dPCR - N1
08/29/2023,08/30/2023,Rockaway,RK,66888.00,42900000.00,,117991,dPCR - N1
08/29/2023,08/30/2023,Tallman Island,TI,439200.00,200000000.00,,457817,dPCR - N1
08/29/2023,08/30/2023,Wards Island,WI,180984.00,124000000.00,,1173448,dPCR - N1
09/05/2023,09/06/2023,26th Ward,26W,270480.00,125000000.00,,318262,dPCR - N1
09/05/2023,09/06/2023,Bowery Bay,BB,440160.00,179000000.00,,894311,dPCR - N1
09/05/2023,09/06/2023,Coney Island,CI,200664.00,96200000.00,,647635,dPCR - N1
09/05/2023,09/06/2023,Hunts Point,HP,195504.00,110000000.00,This sample was analyzed in duplicate.,781885,dPCR - N1
09/05/2023,09/06/2023,Jamaica Bay,JA,295200.00,106000000.00,This sample was analyzed in duplicate.,735054,dPCR - N1
09/05/2023,09/06/2023,Newtown Creek,NC,169512.00,105000000.00,This sample was analyzed in duplicate.,1227810,dPCR - N1
09/05/2023,09/06/2023,North River,NR,183096.00,112000000.00,,649549,dPCR - N1
09/05/2023,09/06/2023,Oakwood Beach,OB,282960.00,113000000.00,This sample was analyzed in duplicate.,243910,dPCR - N1
09/05/2023,09/06/2023,Owls Head,OH,350400.00,119000000.00,,923524,dPCR - N1
09/05/2023,09/06/2023,Port Richmond,PR,271680.00,101000000.00,,224516,dPCR - N1
09/05/2023,09/06/2023,Red Hook,RH,187296.00,57800000.00,,257556,dPCR - N1
09/05/2023,09/06/2023,Rockaway,RK,85128.00,57400000.00,,117991,dPCR - N1
09/05/2023,09/06/2023,Tallman Island,TI,507840.00,223000000.00,,457817,dPCR - N1
09/05/2023,09/06/2023,Wards Island,WI,121392.00,98300000.00,,1173448,dPCR - N1
09/10/2023,09/11/2023,26th Ward,26W,63768.00,81900000.00,,318262,dPCR - N1
09/10/2023,09/11/2023,Bowery Bay,BB,109680.00,98000000.00,,894311,dPCR - N1
09/10/2023,09/11/2023,Coney Island,CI,90600.00,87400000.00,,647635,dPCR - N1
09/10/2023,09/11/2023,Hunts Point,HP,61656.00,70100000.00,This sample was analyzed in duplicate.,781885,dPCR - N1
09/10/2023,09/11/2023,Jamaica Bay,JA,197568.00,70200000.00,This sample was analyzed in duplicate.,735054,dPCR - N1
09/10/2023,09/11/2023,Newtown Creek,NC,81456.00,101000000.00,This sample was analyzed in duplicate.,1227810,dPCR - N1
09/10/2023,09/11/2023,North River,NR,115320.00,144000000.00,,649549,dPCR - N1
09/10/2023,09/11/2023,Oakwood Beach,OB,108504.00,69200000.00,,243910,dPCR - N1
09/10/2023,09/11/2023,Owls Head,OH,93768.00,63400000.00,,923524,dPCR - N1
09/10/2023,09/11/2023,Port Richmond,PR,112800.00,41800000.00,,224516,dPCR - N1
09/10/2023,09/11/2023,Red Hook,RH,47688.00,44900000.00,,257556,dPCR - N1
09/10/2023,09/11/2023,Rockaway,RK,103992.00,70100000.00,,117991,dPCR - N1
09/10/2023,09/11/2023,Tallman Island,TI,184200.00,155000000.00,,457817,dPCR - N1
09/10/2023,09/11/2023,Wards Island,WI,42144.00,50700000.00,This sample was analyzed in duplicate.,1173448,dPCR - N1
09/12/2023,09/13/2023,26th Ward,26W,150576.00,71600000.00,,318262,dPCR - N1
09/12/2023,09/13/2023,Bowery Bay,BB,230424.00,97500000.00,,894311,dPCR - N1
09/12/2023,09/13/2023,Coney Island,CI,162744.00,152000000.00,,647635,dPCR - N1
09/12/2023,09/13/2023,Hunts Point,HP,138336.00,89100000.00,This sample was analyzed in duplicate.,781885,dPCR - N1
09/12/2023,09/13/2023,Jamaica Bay,JA,324480.00,119000000.00,This sample was analyzed in duplicate.,735054,dPCR - N1
09/12/2023,09/13/2023,Newtown Creek,NC,213336.00,135000000.00,This sample was analyzed in duplicate.,1227810,dPCR - N1
09/12/2023,09/13/2023,North River,NR,111528.00,83800000.00,,649549,dPCR - N1
